,Parental_T47D_cells_treated_with_vehicle_rep_1,Parental_T47D_cells_treated_with_vehicle_rep_2,Parental_T47D_cells_treated_with_vehicle_rep_3,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_1,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_2,4_hydroxytamoxifen_resistant_T47D_cells_treated_with_vehicle_rep_3
FERRY3,159,64,326,470,430,449
FES,0,0,0,0,0,0
FETUB,0,0,0,0,0,0
FEV,0,0,0,0,0,0
FEZ1,41,39,133,168,215,226
FEZ2,178,52,327,362,379,379
FEZF1,0,0,0,1,3,2
FEZF1-AS1,6,6,6,55,84,76
FEZF2,0,0,0,0,0,0
FFAR1,0,0,1,0,0,0
FFAR2,1,0,4,1,5,1
FFAR3,0,0,0,0,0,0
FFAR4,3,0,10,2,6,4
FGA,0,0,0,0,0,0
FGB,3,0,3,0,0,0
FGD1,112,40,349,159,577,621
FGD2,0,0,0,0,0,0
FGD3,54,40,287,9,40,57
FGD4,277,111,314,901,653,899
FGD5,53,33,204,38,134,113
FGD5-AS1,2953,1605,4227,3988,3922,4530
FGD6,123,62,188,525,370,488
FGF1,0,0,0,4,3,15
FGF10,0,0,0,2,2,3
FGF10-AS1,0,0,0,0,0,0
FGF11,5,0,2,3,3,3
FGF12,182,79,383,592,690,705
FGF12-AS1,0,0,0,0,0,0
FGF12-AS2,0,0,0,1,0,0
FGF12-AS3,0,0,0,0,0,0
FGF13,11,15,20,2,3,5
FGF13-AS1,5,0,13,0,0,0
FGF14,0,0,0,0,0,0
FGF14-AS1,0,0,0,0,0,0
FGF14-AS2,1,0,3,0,0,0
FGF14-IT1,0,0,1,0,0,0
FGF16,0,0,0,0,0,0
FGF17,0,0,4,0,4,2
FGF18,0,0,0,0,1,4
FGF19,0,0,0,0,0,0
FGF2,0,0,0,0,0,0
FGF20,0,0,0,0,0,0
FGF21,0,0,0,0,1,3
FGF22,1,0,19,1,2,5
FGF23,3,0,0,0,0,0
FGF3,0,0,0,0,0,0
FGF4,0,0,0,0,0,0
FGF5,0,0,0,0,2,0
FGF6,0,0,0,0,0,0
FGF7,0,0,0,2,0,0
FGF8,0,0,0,1,2,1
FGF9,0,0,0,1,0,0
FGFBP1,0,0,0,17,43,45
FGFBP2,0,0,1,4,12,10
FGFBP3,122,47,208,383,451,473
FGFR1,90,33,221,783,1744,2434
FGFR1OP2,338,225,716,866,661,835
FGFR2,852,406,1873,1495,2549,3139
FGFR3,28,6,190,71,206,214
FGFR3P2,0,0,0,0,0,0
FGFR3P3,0,0,0,0,0,0
FGFR3P4,0,0,0,0,0,0
FGFR3P6,0,0,0,0,0,0
FGFR4,4,7,50,32,298,383
FGFRL1,158,62,414,97,522,450
FGG,2,0,10,0,0,0
FGGY,50,25,83,93,206,162
FGL1,0,0,0,5,0,1
FGL2,0,0,0,0,0,0
FGR,0,0,1,0,1,0
FH,866,515,1495,944,1076,1017
FHAD1,0,6,13,5,4,10
FHAD1-AS1,0,0,0,0,0,0
FHDC1,63,75,130,58,63,83
FHIP1A,600,287,700,338,335,470
FHIP1B,413,118,765,261,374,461
FHIP2A,313,147,457,825,563,721
FHIP2B,106,51,569,144,701,765
FHIT,18,5,66,25,29,33
FHL1,0,0,0,0,0,0
FHL1P1,2,0,3,11,8,10
FHL2,882,574,2747,1142,2885,3062
FHL3,20,30,69,23,45,62
FHL5,0,0,0,0,0,0
FHOD1,41,13,169,66,454,483
FHOD3,0,0,0,55,65,81
FHP1,0,0,0,0,0,0
FIBCD1,0,0,3,5,6,11
FIBIN,120,25,256,17,24,26
FIBP,244,161,831,280,796,807
FICD,294,156,769,174,214,292
FIG4,348,228,667,881,739,804
FIGLA,0,0,0,0,0,0
FIGN,108,59,105,133,112,145
FIGNL1,515,509,857,1275,936,1060
FIGNL2,0,0,0,0,0,3
FIGNL2-DT,0,0,0,0,1,2
FILIP1,6,0,7,6,9,13
FILIP1L,1,0,7,10,11,11
FILNC1,71,44,90,2474,2029,2000
FIP1L1,374,268,661,408,452,394
FIRRE,0,0,0,828,759,890
FIRRM,205,83,274,294,407,383
FIS1,97,45,1245,129,1144,1163
FITM1,0,0,2,1,2,2
FITM2,638,421,1116,609,678,843
FIZ1,124,62,309,284,307,288
FJX1,111,81,484,503,1277,1315
FKBP10,661,320,3083,349,1323,1480
FKBP11,99,8,108,150,270,234
FKBP14,745,264,1259,2310,1671,2397
FKBP15,1082,474,2359,795,1383,1475
FKBP1A,800,477,1368,1508,2075,1891
FKBP1B,0,0,1,5,5,11
FKBP1C,1,1,0,2,2,4
FKBP2,3,0,5,0,3,3
FKBP3,584,416,1513,1698,2448,2238
FKBP4,6032,3574,15014,4358,7856,7402
FKBP4P2,0,0,0,0,0,0
FKBP4P6,0,0,0,0,0,0
FKBP4P7,0,0,0,0,0,0
FKBP4P8,0,0,0,0,0,0
FKBP5,1345,793,2499,5048,5377,5839
FKBP6,0,0,0,0,0,0
FKBP7,57,42,83,58,58,54
FKBP8,72,12,1004,75,838,932
FKBP9,701,386,1515,1576,2541,2720
FKBPL,72,30,294,115,358,344
FKRP,19,16,112,77,236,239
FKTN,2881,1417,3620,4416,3001,3975
FKTN-AS1,2,0,1,3,0,1
FLACC1,4,8,6,16,5,4
FLAD1,250,81,1048,517,1088,1068
FLCN,270,136,613,167,294,325
FLG,0,0,0,0,0,0
FLG2,0,0,0,0,0,0
FLI1,0,0,0,0,0,0
FLII,582,178,3078,965,4325,4706
FLJ12825,15,2,40,376,369,527
FLJ13224,0,0,1,1,2,0
FLJ16779,0,0,0,0,0,0
FLJ20021,2,0,23,1,18,18
FLJ20712,1,0,0,0,0,0
FLJ30679,0,0,0,0,0,0
FLJ32255,0,0,0,0,1,1
FLJ33534,1,12,15,1,6,8
FLJ36000,1,1,9,4,10,16
FLJ38576,0,0,0,0,1,0
FLJ40194,0,0,0,0,0,0
FLJ40288,0,0,0,0,0,0
FLJ42393,0,0,0,0,0,0
FLJ46284,8,0,10,11,8,1
FLNA,430,113,3977,2555,24652,29141
FLNB,5630,2070,13431,2977,7301,8400
FLNB-AS1,0,0,0,0,0,0
FLNC,0,0,13,0,10,24
FLNC-AS1,0,0,0,0,0,0
FLOT1,792,412,2947,895,3356,3538
FLOT2,234,95,1246,604,2563,2533
FLRT1,1,0,9,2,1,0
FLRT2,0,0,1,0,0,0
FLRT2-AS1,0,0,0,0,0,0
FLRT3,118,90,191,377,328,324
FLT1,9,12,5,10,12,10
FLT1P1,0,0,0,0,0,0
FLT3,0,0,0,0,0,0
FLT3LG,2,0,4,0,6,26
FLT4,90,31,683,27,188,180
FLVCR1,641,255,910,1248,1164,1319
FLVCR1-DT,42,16,148,63,139,112
FLVCR2,41,40,52,60,76,69
FLVCR2-AS1,0,0,0,0,0,0
FLYWCH1,90,16,443,111,446,475
FLYWCH1P1,0,0,0,0,0,0
FLYWCH2,28,29,276,11,72,88
FMC1,3,9,2,1,8,6
FMC1-LUC7L2,0,0,0,0,0,0
FMN1,3068,1405,4307,2498,1990,2688
FMN2,15,28,24,42,35,47
FMN2P1,0,0,0,0,0,0
FMNL1,8,8,42,41,152,174
FMNL1-AS1,44,14,118,30,105,95
FMNL1-DT,6,0,12,16,65,57
FMNL2,7,0,9,114,84,116
FMNL3,6,5,16,20,65,67
FMO1,0,0,1,0,0,0
FMO11P,0,0,0,0,0,0
FMO2,0,0,0,0,0,0
FMO3,0,0,2,5,4,4
FMO4,41,15,97,87,68,76
FMO5,88,57,169,120,117,108
FMO7P,0,0,0,0,0,0
FMO8P,0,0,0,0,0,0
FMOD,4,0,5,47,111,80
FMR1,1888,868,3172,2475,2149,2363
FMR1-AS1,7,4,10,5,1,6
FMR1NB,0,0,1,0,0,0
FN1,499,251,904,1598,2337,2585
FN3K,74,45,442,143,354,358
FN3KRP,272,164,1212,654,2084,1906
FNBP1,901,486,1823,698,997,1122
FNBP1L,1624,832,2409,4459,3548,4283
FNBP4,1828,680,2028,3036,2221,2969
FNDC1,0,0,2,0,0,0
FNDC1-IT1,0,0,0,0,0,0
FNDC10,0,0,0,0,0,0
FNDC11,1,0,1,0,2,4
FNDC3A,980,505,1660,1400,1029,1392
FNDC3B,1919,1030,3011,5598,5263,7319
FNDC4,1,0,3,6,9,28
FNDC5,10,0,20,15,27,31
FNDC7,0,0,0,0,0,0
FNDC8,0,0,1,0,0,0
FNDC9,0,0,0,0,0,0
FNIP1,1791,968,2568,1297,984,1174
FNIP2,241,118,419,235,270,267
FNTA,766,513,1052,1349,1107,1100
FNTB,101,35,302,50,172,178
FOCAD,381,271,632,1078,1093,1297
FOCAD-AS1,2,0,0,0,0,0
FOLH1,1,0,1,11,8,10
FOLR1,38,3,122,28,155,153
FOLR2,0,0,0,0,0,0
FOLR3,0,0,0,0,0,0
FOLR3P1,0,0,0,0,0,0
FOS,962,375,3098,3,10,7
FOSB,1386,446,2526,16,28,39
FOSL1,0,0,0,0,0,2
FOSL2,161,87,336,420,682,862
FOSL2-AS1,0,3,3,5,2,1
FOXA1,4881,2689,9428,3524,4425,4316
FOXA2,0,2,3,1,3,0
FOXA3,0,0,0,0,0,0
FOXB1,0,0,0,0,0,0
FOXB2,0,0,0,0,0,0
FOXC1,71,31,83,68,72,73
FOXC2,0,0,0,0,0,0
FOXD1,3,6,22,8,22,29
FOXD2,95,81,301,73,184,247
FOXD2-AS1,9,1,37,12,36,43
FOXD3,1,0,4,1,1,0
FOXD3-AS1,6,0,14,1,10,10
FOXD4,2,0,7,2,21,10
FOXD4L1,0,0,0,0,1,0
FOXD4L3,0,0,0,0,0,0
FOXD4L4,0,0,1,0,0,0
FOXD4L5,0,0,1,0,0,0
FOXD4L6,0,0,0,0,0,1
FOXE1,0,0,0,0,0,0
FOXE3,0,0,0,0,0,0
FOXF1,0,0,0,1,1,1
FOXF2,0,0,0,0,0,0
FOXG1,0,0,0,0,0,0
FOXH1,0,0,0,0,1,0
FOXI1,0,0,0,0,4,0
FOXI2,0,0,0,0,0,0
FOXI3,0,9,1,14,19,17
FOXJ1,72,27,568,8,68,49
FOXJ2,183,76,354,397,549,596
FOXJ3,917,363,1824,1527,1581,1793
FOXK1,413,246,1444,437,1013,1186
FOXK2,521,343,1810,762,1950,2321
FOXL1,0,0,0,0,0,0
FOXL2,0,0,0,0,0,0
FOXL2NB,2,0,0,1,6,5
FOXL3-OT1,0,0,0,0,0,0
FOXM1,375,160,997,557,1518,1435
FOXN1,21,1,46,2,2,2
FOXN2,263,137,395,483,357,417
FOXN3,979,479,1662,1066,1013,1346
FOXN3-AS1,3,6,16,6,6,7
FOXN3-AS2,0,0,0,0,0,0
FOXN3P1,0,0,0,0,0,0
FOXN4,7,8,36,4,4,4
FOXO1,125,136,213,129,108,102
FOXO1B,0,0,0,0,0,0
FOXO3,1148,482,2103,1474,1423,1850
FOXO3B,144,50,270,177,138,254
FOXO4,133,82,475,250,421,526
FOXO6,5,6,35,5,31,27
FOXO6-AS1,0,0,0,0,0,0
FOXP1,448,288,701,121,125,136
FOXP1-AS1,0,0,0,0,0,0
FOXP1-DT,3,0,2,2,0,3
FOXP2,126,67,152,174,136,178
FOXP3,0,0,0,0,4,3
FOXP4,51,33,334,75,505,497
FOXP4-AS1,1,0,2,3,13,12
FOXQ1,0,0,0,0,0,0
FOXR1,0,0,0,0,0,0
FOXR2,0,0,0,0,0,1
FOXRED1,402,160,1448,446,1300,1473
FOXRED2,1235,637,2971,1604,3290,3256
FOXS1,0,0,0,0,5,2
FPGS,64,40,432,70,464,540
FPGT,300,129,545,608,510,489
FPGT-TNNI3K,1,0,1,0,0,0
FPR1,0,0,0,0,0,0
FPR2,0,0,0,0,0,0
FPR3,0,0,4,5,9,10
FRA10AC1,1144,446,2046,3013,2494,2640
FRAS1,1,0,0,74,62,105
FRAT1,229,182,599,122,202,226
FRAT2,621,368,1489,531,843,757
FREM1,0,0,0,1,2,1
FREM2,382,197,496,617,439,585
FREM3,0,0,0,0,0,0
FREY1,0,0,2,2,1,1
FRG1,241,126,760,374,626,622
FRG1-DT,2,0,14,2,8,13
FRG1CP,148,88,380,228,260,254
FRG2,0,0,1,1,0,0
FRG2B,1,0,1,1,3,1
FRG2C,0,0,0,0,0,0
FRG2GP,0,0,0,0,0,0
FRG2IP,0,0,0,0,0,0
FRG2LP,0,0,0,0,0,0
FRG2MP,0,0,0,0,0,0
FRK,3,5,10,819,557,783
FRMD1,0,0,0,0,0,0
FRMD3,63,18,57,539,379,510
FRMD4A,250,145,652,576,921,1241
FRMD4B,189,120,340,173,171,210
FRMD5,4,0,4,28,32,35
FRMD6,55,14,141,236,222,300
FRMD6-AS1,0,0,0,0,0,0
FRMD7,0,0,1,44,31,41
FRMD8,56,38,479,68,368,508
FRMD8P1,0,0,0,0,0,0
FRMPD1,0,0,0,1,0,2
FRMPD2,2,0,3,0,1,1
FRMPD3,1,0,10,8,17,20
FRMPD3-AS1,0,0,0,0,0,0
FRMPD4,0,0,0,0,0,0
FRRS1,200,152,322,429,380,454
FRRS1L,0,0,1,0,0,0
FRS2,1641,831,2469,2745,1824,2433
FRS3,6,5,42,16,29,56
FRY,15,11,17,143,106,178
FRYL,381,210,521,1080,786,1001
FRZB,0,0,0,3,2,1
FSBP,309,115,546,430,335,403
FSCB,0,0,0,0,0,0
FSCN1,1,6,20,3,32,28
FSCN2,8,12,67,15,81,69
FSCN3,1,0,0,0,0,0
FSD1,0,0,0,0,0,0
FSD1L,179,79,279,186,135,192
FSD2,0,0,0,0,0,2
FSHB,0,0,0,0,0,0
FSHR,0,0,0,0,0,0
FSIP1,326,225,441,24,14,28
FSIP2,15,6,16,73,40,56
FSIP2-AS2,8,6,23,34,28,30
FST,0,0,0,17,23,22
FSTL1,662,316,1114,3068,3445,3824
FSTL3,54,28,314,190,578,609
FSTL4,0,0,3,2,3,4
FSTL5,0,0,0,0,0,0
FTCD,2,0,5,4,10,7
FTCD-AS1,0,0,0,0,0,0
FTCDNL1,37,21,131,17,41,40
FTH1,7035,4936,25593,6371,14447,12406
FTH1P2,15,14,14,11,8,6
FTH1P22,0,0,0,0,0,0
FTH1P25,0,0,0,0,0,0
FTH1P29,0,0,0,0,0,0
FTH1P6,0,0,0,0,0,0
FTH1P9,0,0,0,1,2,0
FTHL17,0,0,0,0,0,0
FTL,1844,1067,12066,680,3994,3848
FTLP12,0,0,0,0,0,0
FTLP13,0,0,0,0,0,0
FTLP16,0,0,0,0,0,0
FTLP18,0,0,0,0,0,0
FTLP19,0,0,0,0,0,0
FTLP20,0,0,0,0,0,0
FTLP8,0,0,0,0,0,0
FTLP9,0,0,0,0,0,0
FTMT,0,0,0,0,0,0
FTO,1858,1001,3208,2423,2856,3171
FTSJ1,261,112,1206,151,504,576
FTSJ3,625,322,1408,1246,2620,2607
FTX,386,99,417,818,548,702
FUBP1,2074,1132,3531,3877,3380,3949
FUBP3,1297,760,3398,2191,2767,3147
FUCA1,256,157,596,831,876,842
FUCA2,293,130,656,2001,1928,1935
FUNDC1,461,159,873,1868,2047,2228
FUNDC2,771,570,1799,741,1064,1052
FUOM,0,0,0,0,0,0
FURIN,48,15,385,131,908,930
FUS,4334,1864,11975,12218,17899,20298
FUT1,99,56,171,106,200,199
FUT10,173,124,325,325,307,465
FUT11,284,178,607,699,861,951
FUT2,9,13,19,61,166,155
FUT3,9,0,16,1,3,2
FUT4,11,18,36,52,47,48
FUT5,0,0,0,0,0,0
FUT6,0,0,2,0,1,0
FUT7,0,0,0,0,0,0
FUT8,109,107,171,1017,929,1002
FUT9,87,72,129,1069,592,943
FUZ,49,20,165,28,101,114
FXN,39,17,65,36,39,57
FXNP2,0,0,0,1,1,0
FXR1,7528,4170,15059,18236,18410,21063
FXR2,239,137,822,325,856,933
FXYD1,0,0,0,0,0,1
FXYD2,0,0,0,0,0,0
FXYD3,2,0,3,2,3,2
FXYD4,0,0,0,0,1,0
FXYD5,195,83,824,301,1259,1228
FXYD6,0,0,0,26,119,109
FXYD6-FXYD2,0,0,0,0,0,0
FXYD7,0,0,0,0,0,2
FYB1,0,0,0,0,0,0
FYB2,117,26,158,247,194,240
FYCO1,637,248,1530,988,1874,2308
FYN,8,0,28,40,75,87
FYTTD1,4693,2785,9746,9247,8165,9611
FZD1,74,43,156,93,159,187
FZD10,0,0,0,0,0,0
FZD10-AS1,0,0,0,0,0,0
FZD2,77,26,191,94,207,209
FZD3,412,175,548,1372,1017,1349
FZD4,1063,532,1776,1446,1271,1461
FZD4-DT,41,24,102,39,59,68
FZD5,66,23,120,446,477,467
FZD6,0,0,3,0,0,0
FZD7,38,57,65,65,77,79
FZD8,0,0,4,2,0,2
FZD9,0,0,0,0,0,0
FZR1,43,5,445,65,485,534
G0S2,0,0,0,0,0,0
G2E3,544,222,954,1014,850,1058
G2E3-AS1,45,0,39,72,62,88
G2E3P1,0,0,0,0,0,1
G3BP1,5385,2703,9093,12271,10725,12484
G3BP1P1,2,0,1,0,1,1
G3BP2,2654,1425,4226,6609,5484,6275
G6PC1,0,0,0,0,0,0
G6PC2,0,0,0,0,0,0
G6PC3,137,55,635,181,900,940
G6PD,199,119,1774,185,1625,1780
GAA,160,60,1938,161,1591,1866
GAB1,685,328,900,1318,942,1229
GAB2,2629,1067,6932,399,983,1045
GAB3,0,5,0,26,17,23
GAB4,0,0,0,0,0,0
GABARAP,31,36,360,77,228,216
GABARAPL1,430,250,705,1700,1648,1839
GABARAPL2,232,128,603,647,792,778
GABARAPL3,0,0,0,0,0,0
GABBR1,338,85,392,1347,1761,2006
GABBR2,0,0,0,3,2,7
GABPA,1083,576,1876,1957,1644,1956
GABPB1,459,251,954,602,601,609
GABPB1-IT1,120,45,236,186,134,177
GABPB2,982,390,1731,796,876,1062
GABRA1,48,21,64,16,16,16
GABRA2,8,0,6,1,2,0
GABRA3,181,76,277,371,408,482
GABRA4,0,0,0,0,0,0
GABRA5,0,0,0,0,0,0
GABRA6,0,0,0,0,0,0
GABRB1,0,0,0,0,0,0
GABRB2,4,0,9,0,0,0
GABRB3,12,10,39,31,50,44
GABRD,2,0,15,0,5,2
GABRE,0,0,0,2,0,1
GABRG1,15,0,17,8,2,13
GABRG2,126,102,283,171,114,217
GABRG3,0,0,0,1,1,1
GABRG3-AS1,0,0,0,0,0,0
GABRP,0,0,0,4,0,0
GABRQ,4,0,8,73,81,82
GABRR1,0,0,0,0,0,0
GABRR2,9,0,2,18,12,17
GABRR3,0,0,0,0,0,0
GACAT1,0,0,0,0,0,0
GACAT2,0,0,0,0,0,0
GACAT3,0,0,0,0,0,0
GAD1,0,10,1,2,0,1
GAD2,0,0,0,0,0,0
GADD45A,49,44,84,126,110,97
GADD45B,151,104,916,74,217,190
GADD45G,2,2,47,0,8,8
GADD45GIP1,18,16,156,18,137,91
GADL1,0,0,0,0,0,0
GAGE1,2,4,7,222,227,245
GAGE10,73,184,19,17,17,21
GAGE12B,2,1,4,8,20,20
GAGE12C,5,0,6,0,4,4
GAGE12D,0,0,0,0,0,0
GAGE12E,0,0,0,0,1,1
GAGE12H,0,0,0,0,0,0
GAGE12J,6,1,9,5,10,19
GAGE13,66,26,84,23,96,102
GAGE2C,0,9,0,1,1,0
GAGE2E,1638,1027,6841,2321,7015,5711
GAGE4,46,34,128,100,193,171
GAK,337,123,1284,520,1325,1456
GAL,0,0,2,0,4,0
GAL3ST1,1,0,8,0,1,2
GAL3ST2,0,0,7,2,9,10
GAL3ST3,0,0,0,0,0,0
GAL3ST4,0,0,1,1,7,6
GALC,533,288,850,833,710,763
GALE,30,6,269,43,363,369
GALK1,5,6,87,6,53,65
GALK2,657,400,1490,470,642,628
GALM,85,55,229,147,321,358
GALNS,81,41,342,115,486,569
GALNT1,1320,727,2202,5465,4851,5000
GALNT10,2162,986,4235,4616,7406,8327
GALNT11,318,207,687,1846,2691,2986
GALNT12,0,2,7,267,399,350
GALNT13,2,0,2,10,9,5
GALNT13-AS1,0,0,0,0,0,0
GALNT14,0,0,0,68,315,240
GALNT15,0,0,0,0,1,0
GALNT16,3,0,10,4,11,13
GALNT17,0,0,0,0,0,0
GALNT18,18,11,156,4,43,41
GALNT2,406,190,1236,3073,5770,6500
GALNT3,727,441,1185,1624,1407,1526
GALNT4,2,0,19,0,8,19
GALNT5,66,19,98,6,6,4
GALNT6,309,195,831,2270,5617,6232
GALNT7,1573,870,2697,2635,2437,2933
GALNT7-DT,135,57,234,121,111,132
GALNT8,0,0,0,0,0,0
GALNT9,0,0,0,0,0,0
GALNTL5,0,0,0,0,0,0
GALNTL6,2,0,1,0,1,0
GALP,0,0,0,0,0,0
GALR1,0,0,0,0,0,0
GALR2,0,0,0,0,1,0
GALR3,0,0,0,1,0,3
GALT,80,28,248,61,118,121
GAMT,13,8,188,18,188,198
GAMTP2,0,0,0,0,0,0
GAN,522,315,744,711,692,704
GANAB,12043,5911,27099,9230,17799,18768
GANC,162,61,320,76,93,117
GAP43,0,0,1,0,0,0
GAPDH,2620,1413,15515,4291,27014,26686
GAPDHP15,0,0,0,0,0,0
GAPDHP16,0,0,0,0,0,0
GAPDHP22,0,0,0,0,0,0
GAPDHP26,0,0,0,0,0,0
GAPDHP34,0,0,0,0,0,0
GAPDHP36,0,0,0,0,0,0
GAPDHP41,0,0,0,0,0,0
GAPDHP46,0,0,0,0,0,0
GAPDHP47,0,0,0,0,0,0
GAPDHP49,0,0,0,0,0,0
GAPDHP50,0,0,0,0,0,0
GAPDHP51,0,0,0,0,0,0
GAPDHP52,0,0,0,0,0,0
GAPDHP53,0,0,0,0,0,0
GAPDHP54,0,0,0,0,0,0
GAPDHP55,0,0,0,0,0,0
GAPDHP56,0,0,0,0,0,0
GAPDHP57,0,0,0,0,0,0
GAPDHP58,0,0,0,0,0,0
GAPDHP62,0,0,2,4,3,1
GAPDHP74,0,0,0,0,0,0
GAPDHP77,0,0,0,0,0,0
GAPDHS,0,0,0,0,0,0
GAPLINC,0,0,0,0,0,0
GAPT,0,0,0,0,0,0
GAPVD1,2344,1148,3605,2434,2134,2696
GAR1,631,302,1472,705,1061,1084
GAR1-DT,2,0,2,0,0,2
GAREM1,92,48,129,211,209,210
GAREM2,1,0,5,5,12,6
GARIN1A,31,8,21,51,36,62
GARIN1B,0,0,0,2,3,3
GARIN2,8,14,1,1,1,0
GARIN3,0,0,0,0,0,0
GARIN3P1,0,0,0,0,0,0
GARIN4,0,0,1,0,0,0
GARIN5A,3,0,59,12,39,45
GARIN5B,0,0,1,0,0,1
GARIN6,0,0,0,0,0,0
GARNL3,179,49,200,245,204,250
GARRE1,197,85,392,255,290,385
GARS1,7124,4293,12329,3018,3220,3097
GARS1P1,0,0,0,0,0,0
GART,1930,1094,3242,4880,5126,5312
GAS1,4,0,4,9,5,6
GAS1RR,1,0,0,2,0,3
GAS2,7,0,6,0,6,4
GAS2L1,27,13,212,25,149,135
GAS2L2,1,0,2,0,4,3
GAS2L3,425,221,734,838,699,971
GAS5,7904,4426,10024,3294,3084,3063
GAS6,126,40,1025,317,1743,1883
GAS6-DT,73,15,136,130,177,235
GAS7,0,0,1,197,308,457
GAS8,221,90,1028,260,1074,1281
GAS8-AS1,0,0,3,0,1,0
GASK1A,335,154,761,86,139,215
GASK1B,1198,615,2161,409,336,361
GASK1B-AS1,442,170,437,191,159,189
GAST,0,0,0,0,0,0
GATA1,0,0,0,0,0,0
GATA2,40,31,239,20,124,164
GATA3,5209,2879,15480,10733,19364,20916
GATA3-AS1,104,50,411,206,534,503
GATA4,20,10,79,4,20,23
GATA5,5,2,23,5,12,13
GATA6,38,25,50,27,35,23
GATA6-AS1,1,0,1,1,1,4
GATAD1,545,253,924,740,779,939
GATAD2A,257,121,1178,491,1399,1489
GATAD2B,1602,706,2329,2463,2431,2844
GATB,139,91,631,210,465,524
GATC,853,424,1364,1484,1586,1714
GATD1,247,115,984,434,1260,1371
GATD1-DT,17,19,98,20,104,124
GATD3,9,11,45,1,39,42
GATM,49,31,85,139,177,194
GAU1,0,0,0,0,0,0
GBA1,1508,695,5012,1034,4121,4200
GBA2,239,128,706,181,555,574
GBA3,1,0,3,0,1,1
GBE1,423,267,751,290,256,242
GBF1,2154,853,4160,2896,5511,6005
GBGT1,0,0,0,0,0,0
GBP1,4,0,11,304,349,303
GBP2,11,0,7,799,888,976
GBP3,2,1,3,43,31,31
GBP4,0,0,2,34,30,43
GBP5,0,0,0,0,1,0
GBP6,0,0,0,0,0,0
GBP7,0,0,0,2,0,0
GBX1,0,0,0,0,0,0
GBX2,0,0,0,0,0,0
GBX2-AS1,2,0,3,1,2,2
GC,0,0,0,0,0,0
GCA,113,36,286,282,302,307
GCAT,26,18,281,31,224,269
GCATP1,0,0,2,0,4,2
GCAWKR,24,9,38,97,136,151
GCC1,294,167,834,307,609,617
GCC2,608,277,978,1501,1104,1438
GCC2-AS1,7,0,3,5,10,17
GCDH,73,17,384,29,183,179
GCFC2,410,270,684,597,562,484
GCG,0,0,0,0,0,0
GCGR,0,0,0,0,0,0
GCH1,313,166,735,367,326,334
GCHFR,8,5,96,4,61,68
GCK,0,0,0,0,1,0
GCKR,0,0,0,0,0,1
GCLC,620,306,1061,1769,1594,1681
GCLM,138,110,329,724,583,821
GCM1,0,0,1,0,1,0
GCM2,0,0,0,0,0,0
GCN1,614,263,2277,1172,3579,4321
GCNA,9,7,29,28,37,35
GCNAP1,0,0,0,0,0,0
GCNT1,1,0,0,112,81,120
GCNT1P3,0,0,3,0,2,2
GCNT2,0,0,0,139,101,134
GCNT2P1,0,0,0,0,0,0
GCNT3,0,0,8,1,0,1
GCNT4,0,0,2,10,5,5
GCNT7,0,0,0,0,0,0
GCOM1,9,7,37,39,56,69
GCSAM,0,0,0,0,0,0
GCSAML,0,0,0,0,0,0
GCSH,64,21,176,120,118,127
GCSHP2,0,0,0,0,0,0
GCSHP6,0,0,0,0,0,0
GCSIR,0,0,0,0,0,0
GDA,0,0,0,3,1,0
GDAP1,114,45,189,849,791,774
GDAP1L1,0,0,0,0,0,0
GDAP2,348,140,581,579,487,491
GDE1,936,620,1791,2298,2631,2528
GDF1,0,0,0,0,0,0
GDF10,0,0,0,0,0,0
GDF11,312,137,524,2703,2894,3452
GDF15,47,16,619,4,37,56
GDF2,0,0,0,0,0,0
GDF3,0,0,0,0,0,0
GDF5,3,3,3,1,4,9
GDF6,0,0,0,0,0,0
GDF7,0,0,0,0,0,1
GDF9,46,42,76,11,9,13
GDI1,1110,662,3624,495,2155,2234
GDI2,6515,4080,12631,10505,10802,10418
GDI2P2,2,0,0,0,1,1
GDNF,0,0,0,6,0,2
GDPD1,110,102,208,446,376,517
GDPD2,0,0,0,0,1,4
GDPD3,10,4,21,9,30,35
GDPD4,0,0,0,0,0,0
GDPD5,11,1,65,18,96,84
GDPGP1,104,87,179,45,85,72
GEM,16,3,36,164,199,218
GEMIN2,179,98,559,217,485,457
GEMIN4,111,98,515,89,385,371
GEMIN5,648,299,1361,705,959,956
GEMIN6,192,152,405,429,453,466
GEMIN7,61,39,196,78,134,128
GEMIN7-AS1,16,9,51,8,17,16
GEMIN8,215,100,649,209,357,308
GEMIN8P3,0,0,0,0,0,0
GEN1,313,126,373,904,758,759
GET1,97,122,258,384,421,434
GET1-SH3BGR,0,0,0,1,3,1
GET1P1,0,0,0,0,0,0
GET3,131,68,1185,163,1159,1236
GET4,100,14,203,97,174,211
GFAP,0,0,0,0,0,0
GFER,86,21,390,65,332,318
GFI1,0,0,1,2,1,0
GFI1B,0,0,0,3,2,2
GFM1,2072,1065,4084,2963,2711,2946
GFM2,551,361,1126,978,945,945
GFOD1,59,13,64,119,114,186
GFOD2,351,171,591,1000,1379,1527
GFPT1,4112,2355,7068,4476,3662,4228
GFPT2,17,8,45,7,23,23
GFRA1,2655,1301,4283,44,42,52
GFRA2,0,0,0,4,5,12
